,longitude,latitude,date,month,daynight,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,soil_type,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
0,-121.6579,55.7452,2017-01-12,01,D,2.1518023,3.3023493,252.75276,271.9786,272.68033,273.53278,274.98718,2,0.0,0.32458898,0.32759047,0.3355587,0.33217716
1,-113.9607,55.4856,2017-01-14,01,D,3.2285357,2.3531234,267.3854,265.75052,265.18,269.8464,274.88235,3,0.0,0.42899537,0.4155644,0.41371688,0.40748048
2,-116.26632142857143,54.47157857142857,2017-01-15,01,D,4.1754823,1.2281642,273.61877,272.69324,271.66446,271.68784,274.07388,2,0.0,0.33209655,0.3339741,0.33136854,0.364466
3,-121.64865,55.72985,2017-01-16,01,D,3.9247046,5.493272,275.73962,272.70428,272.64905,273.49924,274.83752,2,5.5515994e-07,0.322704,0.32550085,0.3338111,0.33241612
4,-119.02374705882353,54.57045294117648,2017-01-18,01,D,0.91460854,3.13756,274.55685,272.8487,272.33936,272.1311,274.012,2,0.0,0.39210847,0.37597618,0.3324084,0.37007108
5,-116.56145000000001,53.022450000000006,2017-01-19,01,D,0.61086136,2.743373,268.29736,272.93756,272.7674,273.271,275.45462,2,2.6032561e-08,0.47812802,0.45971695,0.45078632,0.48688057
6,-108.2716,53.7126,2017-01-19,01,N,-0.28581372,1.7936713,274.12317,269.70612,269.04068,267.4101,273.7513,3,0.0,0.35250798,0.3271902,0.3220913,0.3149577
7,-117.25328055555555,54.82247777777778,2017-01-20,01,D,0.61830693,2.335129,269.17477,272.67334,271.94864,271.83795,274.69888,2,1.7034307e-06,0.43734083,0.42714825,0.3920118,0.38731065
8,-116.93130833333333,54.43236666666667,2017-01-24,01,D,1.593019,1.9243408,261.48788,267.43582,270.32925,271.87198,274.2502,2,0.0,0.3977565,0.399066,0.36690536,0.37473693
9,-116.42746363636364,54.39317272727272,2017-01-25,01,D,0.11934773,1.695851,259.3807,268.6365,270.59235,271.78845,273.97522,2,0.0,0.3711051,0.37194744,0.34409904,0.36244133
10,-115.20137391304348,55.28304347826087,2017-01-26,01,D,4.922472,-0.1978823,268.50394,268.1016,268.49976,271.4033,273.80264,2,0.0,0.33580446,0.328824,0.29323706,0.30807382
11,-117.7426,58.5752,2017-01-26,01,N,2.4080124,1.1720176,271.7284,268.26697,270.44876,271.86667,274.2649,4,0.0,0.4299295,0.39981323,0.37810406,0.31839767
12,-117.94205,55.376025,2017-01-27,01,D,3.070085,1.8054379,272.03064,272.79428,270.59045,271.8756,274.47314,4,0.0,0.43021432,0.42307514,0.4019333,0.37654626
13,-119.70403333333333,58.34336666666667,2017-01-28,01,D,2.729155,3.9390988,273.84656,269.95135,271.46283,273.1617,276.19293,6,5.9764716e-07,0.59748715,0.5639782,0.53952694,0.48689866
14,-115.41255000000001,56.89834999999999,2017-01-28,01,N,3.9052331,2.1370802,277.79257,270.142,271.2462,271.93103,274.46994,3,0.0,0.46929967,0.4365643,0.39644256,0.36447945
15,-116.20193333333333,56.74126666666667,2017-01-29,01,D,3.5294106,2.3771858,273.54572,272.6131,271.35553,271.80798,274.27658,3,0.0,0.46284464,0.43777275,0.39414588,0.3699024
16,-116.28358333333334,56.63888333333333,2017-01-29,01,N,3.0492249,1.5081598,275.4009,271.88376,271.33527,271.7108,274.3572,3,0.0,0.48536554,0.4621098,0.4134275,0.38611865
17,-111.4597,57.5463,2017-01-30,01,N,1.0643885,-4.025032,262.15668,265.1803,270.31992,271.61917,274.38074,1,8.507998e-05,0.38861835,0.34696245,0.32971948,0.30873114
18,-121.5614,50.2972,2017-02-01,02,D,0.72824466,-0.969443,256.39963,272.75076,272.65298,272.81802,274.40195,2,2.9111776e-08,0.3348202,0.33816585,0.3527599,0.352905
19,-128.59459999999999,54.43686666666667,2017-02-04,02,N,-2.086227,-2.4679918,266.15067,273.04535,273.38412,273.99878,275.32718,2,0.0,0.36874506,0.37188026,0.3573681,0.41337225
20,-113.2473,55.38676666666667,2017-02-11,02,D,5.437447,-0.0038683638,264.3588,262.10803,261.77365,265.67166,273.95154,3,0.0,0.42374083,0.4211698,0.40914133,0.40457904
21,-121.96473333333334,53.54366666666667,2017-02-12,02,D,-0.16722216,4.2806773,271.36203,272.80063,272.58005,273.4949,274.60452,2,1.3402881e-06,0.33964097,0.34199342,0.33690658,0.38954344
22,-112.92785,54.84905,2017-02-13,02,D,4.2993026,-1.0686184,275.66187,274.05438,270.4591,267.43088,273.73355,3,0.0,0.39483726,0.3908502,0.37676203,0.3615944
23,-114.98514999999999,55.25341666666667,2017-02-14,02,D,2.790109,1.0924699,274.61362,273.1693,271.4721,269.85513,273.60175,3,0.0,0.32822224,0.32103327,0.2804166,0.2892756
