,longitude,latitude,date,month,daynight,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,soil_type,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4
0,-121.1665,51.8818,2014-01-01,01,N,-2.7181308,1.4903293,270.6789,273.31262,273.6056,274.36627,276.48904,2,8.967233e-06,0.3318839,0.33295473,0.3350505,0.34630063
1,-118.45644999999999,54.44365,2014-01-09,01,D,1.4103494,2.8822653,267.03195,270.4515,271.9149,273.52856,275.6001,2,5.9975116e-07,0.34870362,0.3466243,0.32456434,0.35200736
2,-117.54457142857143,54.141085714285715,2014-01-10,01,D,2.5571547,1.3716807,266.98734,271.596,271.83932,273.4241,275.42004,2,0.000106213614,0.33744553,0.3354958,0.3192342,0.36713845
3,-114.06790000000001,51.17695,2014-01-10,01,N,1.2414943,-1.333055,269.0379,270.93942,271.2259,273.06244,275.72183,2,2.3554494e-05,0.25635433,0.20874363,0.18000385,0.25641206
4,-121.8785,55.6682,2014-01-13,01,D,2.9491713,1.926445,269.17612,271.26648,272.1692,273.39685,274.90622,2,3.589041e-05,0.30075774,0.29970482,0.29077825,0.3072078
5,-120.2738,55.658550000000005,2014-01-15,01,D,10.02408,0.13439013,277.8026,272.67856,271.9986,273.5729,275.86218,3,0.0,0.40950215,0.34831023,0.31614506,0.29291546
6,-122.5145,51.3581,2014-01-16,01,D,1.1237262,1.3969374,267.84305,272.7878,272.58655,273.20337,274.65506,2,0.0,0.30979517,0.30828783,0.31620577,0.31362635
7,-119.2903,54.54738095238095,2014-01-17,01,D,5.3338594,2.0377216,278.26102,273.17444,272.39758,273.4673,275.13962,2,0.0,0.38880524,0.36839253,0.33451453,0.35533166
8,-113.3778,55.05057142857142,2014-01-18,01,D,3.1134224,2.678951,269.66483,270.90778,272.03223,272.7736,274.8995,3,0.0,0.34744644,0.31269786,0.29527268,0.3091084
9,-121.0047,55.3075,2014-01-18,01,N,4.761475,3.2431278,277.8728,272.9242,272.4003,273.33926,274.78943,2,1.2990469e-05,0.33520672,0.32681894,0.30891827,0.32364887
10,-116.58996666666667,52.947766666666666,2014-01-19,01,D,2.9620423,1.5690777,267.39154,272.98724,272.96442,273.5091,274.6689,2,1.1775536e-07,0.29995733,0.30567116,0.3010321,0.35248485
11,-115.42514285714286,54.31711428571429,2014-01-21,01,D,3.4304972,-1.7407982,271.46332,272.6654,272.4289,273.3634,275.0183,2,5.586722e-06,0.3530156,0.34771094,0.31506288,0.3457471
12,-119.63808846153846,54.73232307692308,2014-01-22,01,D,1.4398838,2.0422075,270.80002,273.07162,272.59933,273.4244,274.89542,2,1.6887461e-05,0.35321558,0.35542908,0.3353201,0.35183814
13,-115.664975,54.7442,2014-01-23,01,D,5.775225,-0.43597302,269.9155,269.41827,272.24274,273.20642,274.67877,2,0.0,0.33209807,0.3279472,0.29985103,0.35609102
14,-121.748,55.7044,2014-01-23,01,N,3.3358734,3.1727233,276.9268,273.1282,272.55103,273.36423,274.73022,2,9.664291e-09,0.3298533,0.32622957,0.29691947,0.3078655
15,-119.04812888888888,54.892093333333335,2014-01-24,01,D,5.610302,1.6864624,279.25952,273.8247,272.47806,273.53384,275.56958,2,0.0,0.4440601,0.4193181,0.3726438,0.35675392
16,-123.4208,51.4997,2014-01-24,01,N,0.15089417,0.9643387,274.93686,271.74094,272.773,273.05997,274.15012,2,0.0,0.30527294,0.2900155,0.28649324,0.31053963
17,-118.5967523809524,54.34504523809524,2014-01-25,01,D,4.886216,2.657402,278.9406,272.57654,272.52365,273.36118,274.7764,2,8.9802454e-10,0.41106495,0.3843825,0.32780463,0.35123146
18,-120.8983125,53.8267375,2014-01-26,01,D,-1.015154,-0.7767113,271.54248,273.04758,272.9536,273.49338,274.35675,1,9.62721e-06,0.2812383,0.28917474,0.28813174,0.32549468
19,-121.03038,54.659389999999995,2014-01-27,01,D,-0.19480723,0.42021906,262.7496,272.91632,272.76288,273.1194,274.00806,1,0.0,0.23102409,0.23217233,0.23112315,0.27452695
20,-119.33365454545454,54.824830909090906,2014-01-28,01,D,2.5026283,2.7789667,263.03998,270.23737,272.6271,273.47015,274.98932,2,0.0,0.3962322,0.39654762,0.36874974,0.3591926
21,-122.4161,56.5386,2014-02-04,02,D,0.62545145,-1.1336093,253.72429,272.35434,272.50076,273.0632,274.0386,1,1.5146396e-05,0.28376636,0.28434896,0.2701816,0.2598046
22,-116.5434,54.0601,2014-02-06,02,D,2.3212273,1.4217875,245.7012,269.6946,272.22418,273.2129,274.46158,2,0.0,0.35702303,0.35814717,0.32722834,0.36378488
23,-119.2627,55.5662,2014-02-17,02,D,1.9694388,1.9791484,266.9696,272.1694,271.68375,273.3529,274.9216,4,0.0,0.41857848,0.41438422,0.38824344,0.34685805
24,-124.0157,53.0304,2014-02-18,02,D,0.14207143,3.0201101,264.92914,272.93176,271.8947,272.70764,273.89563,2,0.0,0.33948147,0.34335005,0.35106924,0.35325694
25,-122.33845,56.0006,2014-02-18,02,N,-0.15944931,0.9062569,269.5097,272.67834,271.99515,273.03558,273.95047,2,1.8268816e-05,0.26935938,0.2698845,0.26992655,0.28643924
26,-119.7533,54.575,2014-02-26,02,D,1.6241975,2.5715904,254.881,268.8418,270.7787,272.92654,274.03772,2,0.0,0.31386366,0.31572688,0.31584862,0.33457577
27,-119.618,55.32318888888889,2014-03-10,03,D,5.1553607,2.1385543,273.19357,273.0681,271.42566,272.7568,274.20712,4,0.0,0.4311388,0.409667,0.37836826,0.34182143
