,acq_date,daynight,latitude,longitude,brightness,confidence,frp,bright_t31
0,2012-01-02,D,53.48763333333333,-116.57839333333332,340.7133333333333,89.26666666666667,66.40666666666667,275.18
1,2012-01-03,D,52.89246666666667,-108.76833333333333,351.06666666666666,96.33333333333333,75.06666666666666,273.23333333333335
2,2012-01-04,D,52.61742307692308,-113.9535076923077,332.45384615384614,85.46153846153847,49.93076923076923,276.38461538461536
3,2012-01-05,D,52.71761111111111,-119.98427777777778,345.2888888888889,87.22222222222223,39.06666666666667,271.7555555555556
4,2012-01-05,N,57.085433333333334,-121.74726666666668,311.6333333333334,83.0,16.066666666666666,270.6666666666667
5,2012-01-06,D,53.80336,-116.95248000000001,349.32,88.5,91.39000000000001,268.78000000000003
6,2012-01-07,D,52.7769,-115.81346,360.66,92.2,102.54,269.5
7,2012-01-08,D,54.354749999999996,-115.26405,321.2,80.0,48.099999999999994,276.2
8,2012-01-09,D,52.50824,-116.73483000000002,336.31,87.0,51.83,276.19
9,2012-01-09,N,52.7727,-113.9959,335.4,100.0,42.4,272.8
10,2012-01-10,D,51.71453333333333,-123.13589999999999,377.3666666666666,94.66666666666667,0.0,271.3
11,2012-01-10,N,51.0933,-120.7001,310.2,77.0,17.7,265.8
12,2012-01-11,D,53.41075,-116.18875,385.1,97.0,72.85,271.3
13,2012-01-13,D,55.07226000000001,-117.8774,335.44,87.0,94.13,270.54
14,2012-01-13,N,52.202535714285716,-121.38325714285715,323.7642857142857,95.35714285714286,116.95,270.09285714285716
15,2012-01-22,D,55.10485,-120.9632,338.25,90.0,119.65,268.04999999999995
16,2012-01-23,D,54.530460000000005,-116.81114,355.59000000000003,89.4,60.96,271.33000000000004
17,2012-01-24,D,51.477,-123.03410000000001,341.8666666666666,88.0,98.56666666666666,271.53333333333336
18,2012-01-24,N,56.1063,-114.9471,315.5,83.0,46.8,265.6
19,2012-01-25,D,53.711214285714284,-117.28222857142858,342.14285714285717,87.57142857142857,63.81428571428571,273.12857142857143
20,2012-01-25,N,49.7924,-113.33705,323.65,88.0,29.2,271.65
21,2012-01-27,D,52.5877,-119.66810000000001,342.5,83.0,101.19999999999999,267.3
22,2012-01-30,D,53.570166666666665,-119.72520000000002,348.5333333333333,86.33333333333333,96.13333333333333,273.90000000000003
23,2012-01-31,D,54.629625000000004,-116.23618333333333,329.8,83.08333333333333,77.26666666666667,273.26666666666665
24,2012-01-31,N,56.1634,-115.2205,313.0,81.0,36.4,267.1
25,2012-02-01,D,56.24876666666666,-121.04366666666668,321.26666666666665,81.0,25.03333333333333,270.56666666666666
26,2012-02-01,N,56.611175,-118.5617,332.075,99.75,46.475,267.575
27,2012-02-02,D,52.8196,-122.5768,325.8,84.0,49.9,270.7
28,2012-02-02,N,51.6642,-121.1864,348.9,100.0,0.0,267.3
29,2012-02-03,D,53.69820555555555,-116.68097777777777,344.54999999999995,88.5,79.57777777777777,276.9777777777778
30,2012-02-04,D,53.16014117647059,-118.80175294117646,336.3588235294117,85.94117647058823,97.87647058823529,278.2529411764706
31,2012-02-04,N,56.19345,-115.1591,313.4,87.0,81.95,270.6
32,2012-02-05,D,53.67161111111111,-115.70007777777778,340.8888888888889,89.55555555555556,70.66666666666667,272.93333333333334
33,2012-02-05,N,54.32245714285715,-118.4076,317.2,91.14285714285714,57.17142857142857,268.54285714285714
34,2012-02-06,D,53.784005882352936,-121.0396117647059,345.3176470588235,87.76470588235294,75.70588235294117,270.74117647058824
35,2012-02-07,D,53.02043571428572,-117.64540714285714,329.4642857142857,83.78571428571429,108.79285714285713,271.90714285714284
36,2012-02-07,N,53.3532,-124.3212,322.3,92.0,0.0,265.1
37,2012-02-08,D,54.75230416666667,-118.16692916666666,342.4916666666666,87.70833333333333,97.32916666666667,270.7583333333333
38,2012-02-08,N,50.04122857142857,-120.07057142857143,336.34285714285716,98.14285714285714,66.4,268.24285714285713
39,2012-02-09,D,54.74249999999999,-119.01642,347.78000000000003,90.0,61.65999999999999,268.1
40,2012-02-09,N,49.914,-120.2389,320.2,100.0,42.3,267.4
41,2012-02-10,D,55.918775,-120.30805000000001,380.025,98.0,0.0,268.025
42,2012-02-12,D,56.0079375,-115.660525,330.6875,85.5,43.8375,272.53749999999997
43,2012-02-13,D,54.28215,-122.2959,364.85,90.0,107.25,271.25
