,lower_longitude,upper_longitude,lower_latitude,upper_latitude,fire_count
628,-126.0,-125.0,81.0,82.0,0
629,-126.0,-125.0,82.0,83.0,0
630,-125.0,-124.0,41.0,42.0,0
631,-125.0,-124.0,42.0,43.0,0
632,-125.0,-124.0,43.0,44.0,0
633,-125.0,-124.0,44.0,45.0,0
634,-125.0,-124.0,45.0,46.0,0
635,-125.0,-124.0,46.0,47.0,0
636,-125.0,-124.0,47.0,48.0,0
637,-125.0,-124.0,48.0,49.0,53
638,-125.0,-124.0,49.0,50.0,105
639,-125.0,-124.0,50.0,51.0,117
640,-125.0,-124.0,51.0,52.0,173
641,-125.0,-124.0,52.0,53.0,1774
642,-125.0,-124.0,53.0,54.0,2922
643,-125.0,-124.0,54.0,55.0,2231
644,-125.0,-124.0,55.0,56.0,642
645,-125.0,-124.0,56.0,57.0,272
646,-125.0,-124.0,57.0,58.0,31
647,-125.0,-124.0,58.0,59.0,131
648,-125.0,-124.0,59.0,60.0,176
649,-125.0,-124.0,60.0,61.0,575
650,-125.0,-124.0,61.0,62.0,76
651,-125.0,-124.0,62.0,63.0,61
652,-125.0,-124.0,63.0,64.0,169
653,-125.0,-124.0,64.0,65.0,107
654,-125.0,-124.0,65.0,66.0,33
655,-125.0,-124.0,66.0,67.0,2
656,-125.0,-124.0,67.0,68.0,0
657,-125.0,-124.0,68.0,69.0,0
658,-125.0,-124.0,69.0,70.0,0
659,-125.0,-124.0,70.0,71.0,0
660,-125.0,-124.0,71.0,72.0,0
661,-125.0,-124.0,72.0,73.0,0
662,-125.0,-124.0,73.0,74.0,0
663,-125.0,-124.0,74.0,75.0,0
664,-125.0,-124.0,75.0,76.0,0
665,-125.0,-124.0,76.0,77.0,0
666,-125.0,-124.0,77.0,78.0,0
667,-125.0,-124.0,78.0,79.0,0
668,-125.0,-124.0,79.0,80.0,0
669,-125.0,-124.0,80.0,81.0,0
670,-125.0,-124.0,81.0,82.0,0
671,-125.0,-124.0,82.0,83.0,0
672,-124.0,-123.0,41.0,42.0,0
673,-124.0,-123.0,42.0,43.0,0
674,-124.0,-123.0,43.0,44.0,0
675,-124.0,-123.0,44.0,45.0,0
676,-124.0,-123.0,45.0,46.0,0
677,-124.0,-123.0,46.0,47.0,0
678,-124.0,-123.0,47.0,48.0,0
679,-124.0,-123.0,48.0,49.0,27
680,-124.0,-123.0,49.0,50.0,29
681,-124.0,-123.0,50.0,51.0,441
682,-124.0,-123.0,51.0,52.0,1099
683,-124.0,-123.0,52.0,53.0,3739
684,-124.0,-123.0,53.0,54.0,2135
685,-124.0,-123.0,54.0,55.0,651
686,-124.0,-123.0,55.0,56.0,261
687,-124.0,-123.0,56.0,57.0,405
688,-124.0,-123.0,57.0,58.0,152
689,-124.0,-123.0,58.0,59.0,68
690,-124.0,-123.0,59.0,60.0,101
691,-124.0,-123.0,60.0,61.0,209
692,-124.0,-123.0,61.0,62.0,417
693,-124.0,-123.0,62.0,63.0,307
694,-124.0,-123.0,63.0,64.0,231
695,-124.0,-123.0,64.0,65.0,43
696,-124.0,-123.0,65.0,66.0,63
697,-124.0,-123.0,66.0,67.0,0
698,-124.0,-123.0,67.0,68.0,6
699,-124.0,-123.0,68.0,69.0,0
700,-124.0,-123.0,69.0,70.0,0
701,-124.0,-123.0,70.0,71.0,0
702,-124.0,-123.0,71.0,72.0,0
703,-124.0,-123.0,72.0,73.0,0
704,-124.0,-123.0,73.0,74.0,0
705,-124.0,-123.0,74.0,75.0,0
706,-124.0,-123.0,75.0,76.0,0
707,-124.0,-123.0,76.0,77.0,0
708,-124.0,-123.0,77.0,78.0,0
709,-124.0,-123.0,78.0,79.0,0
710,-124.0,-123.0,79.0,80.0,0
711,-124.0,-123.0,80.0,81.0,0
712,-124.0,-123.0,81.0,82.0,0
713,-124.0,-123.0,82.0,83.0,0
714,-123.0,-122.0,41.0,42.0,0
715,-123.0,-122.0,42.0,43.0,0
716,-123.0,-122.0,43.0,44.0,0
717,-123.0,-122.0,44.0,45.0,0
718,-123.0,-122.0,45.0,46.0,0
719,-123.0,-122.0,46.0,47.0,0
720,-123.0,-122.0,47.0,48.0,0
721,-123.0,-122.0,48.0,49.0,0
722,-123.0,-122.0,49.0,50.0,10
723,-123.0,-122.0,50.0,51.0,482
724,-123.0,-122.0,51.0,52.0,1805
725,-123.0,-122.0,52.0,53.0,1681
726,-123.0,-122.0,53.0,54.0,212
727,-123.0,-122.0,54.0,55.0,300
728,-123.0,-122.0,55.0,56.0,876
729,-123.0,-122.0,56.0,57.0,599
730,-123.0,-122.0,57.0,58.0,101
731,-123.0,-122.0,58.0,59.0,149
732,-123.0,-122.0,59.0,60.0,12
733,-123.0,-122.0,60.0,61.0,67
734,-123.0,-122.0,61.0,62.0,166
735,-123.0,-122.0,62.0,63.0,618
736,-123.0,-122.0,63.0,64.0,290
737,-123.0,-122.0,64.0,65.0,49
738,-123.0,-122.0,65.0,66.0,2
739,-123.0,-122.0,66.0,67.0,0
740,-123.0,-122.0,67.0,68.0,0
741,-123.0,-122.0,68.0,69.0,0
742,-123.0,-122.0,69.0,70.0,0
743,-123.0,-122.0,70.0,71.0,0
744,-123.0,-122.0,71.0,72.0,0
745,-123.0,-122.0,72.0,73.0,0
746,-123.0,-122.0,73.0,74.0,0
747,-123.0,-122.0,74.0,75.0,0
748,-123.0,-122.0,75.0,76.0,0
749,-123.0,-122.0,76.0,77.0,0
750,-123.0,-122.0,77.0,78.0,0
751,-123.0,-122.0,78.0,79.0,0
752,-123.0,-122.0,79.0,80.0,0
753,-123.0,-122.0,80.0,81.0,0
754,-123.0,-122.0,81.0,82.0,0
755,-123.0,-122.0,82.0,83.0,0
756,-122.0,-121.0,41.0,42.0,0
757,-122.0,-121.0,42.0,43.0,0
758,-122.0,-121.0,43.0,44.0,0
759,-122.0,-121.0,44.0,45.0,0
760,-122.0,-121.0,45.0,46.0,0
761,-122.0,-121.0,46.0,47.0,0
762,-122.0,-121.0,47.0,48.0,0
763,-122.0,-121.0,48.0,49.0,0
764,-122.0,-121.0,49.0,50.0,510
765,-122.0,-121.0,50.0,51.0,4043
766,-122.0,-121.0,51.0,52.0,3012
767,-122.0,-121.0,52.0,53.0,294
768,-122.0,-121.0,53.0,54.0,93
769,-122.0,-121.0,54.0,55.0,117
770,-122.0,-121.0,55.0,56.0,328
771,-122.0,-121.0,56.0,57.0,362
772,-122.0,-121.0,57.0,58.0,327
773,-122.0,-121.0,58.0,59.0,66
774,-122.0,-121.0,59.0,60.0,111
775,-122.0,-121.0,60.0,61.0,53
776,-122.0,-121.0,61.0,62.0,341
777,-122.0,-121.0,62.0,63.0,77
778,-122.0,-121.0,63.0,64.0,272
779,-122.0,-121.0,64.0,65.0,176
780,-122.0,-121.0,65.0,66.0,65
781,-122.0,-121.0,66.0,67.0,0
782,-122.0,-121.0,67.0,68.0,0
783,-122.0,-121.0,68.0,69.0,0
784,-122.0,-121.0,69.0,70.0,0
785,-122.0,-121.0,70.0,71.0,0
786,-122.0,-121.0,71.0,72.0,0
787,-122.0,-121.0,72.0,73.0,0
788,-122.0,-121.0,73.0,74.0,0
789,-122.0,-121.0,74.0,75.0,0
790,-122.0,-121.0,75.0,76.0,0
791,-122.0,-121.0,76.0,77.0,0
792,-122.0,-121.0,77.0,78.0,0
793,-122.0,-121.0,78.0,79.0,0
794,-122.0,-121.0,79.0,80.0,0
795,-122.0,-121.0,80.0,81.0,0
796,-122.0,-121.0,81.0,82.0,0
797,-122.0,-121.0,82.0,83.0,0
798,-121.0,-120.0,41.0,42.0,0
799,-121.0,-120.0,42.0,43.0,0
800,-121.0,-120.0,43.0,44.0,0
801,-121.0,-120.0,44.0,45.0,0
802,-121.0,-120.0,45.0,46.0,0
803,-121.0,-120.0,46.0,47.0,0
804,-121.0,-120.0,47.0,48.0,0
805,-121.0,-120.0,48.0,49.0,46
806,-121.0,-120.0,49.0,50.0,1681
807,-121.0,-120.0,50.0,51.0,1368
808,-121.0,-120.0,51.0,52.0,1282
809,-121.0,-120.0,52.0,53.0,223
810,-121.0,-120.0,53.0,54.0,26
811,-121.0,-120.0,54.0,55.0,526
812,-121.0,-120.0,55.0,56.0,306
813,-121.0,-120.0,56.0,57.0,498
814,-121.0,-120.0,57.0,58.0,438
815,-121.0,-120.0,58.0,59.0,552
816,-121.0,-120.0,59.0,60.0,372
817,-121.0,-120.0,60.0,61.0,249
818,-121.0,-120.0,61.0,62.0,1479
819,-121.0,-120.0,62.0,63.0,141
820,-121.0,-120.0,63.0,64.0,53
821,-121.0,-120.0,64.0,65.0,267
822,-121.0,-120.0,65.0,66.0,143
823,-121.0,-120.0,66.0,67.0,0
824,-121.0,-120.0,67.0,68.0,0
825,-121.0,-120.0,68.0,69.0,0
826,-121.0,-120.0,69.0,70.0,0
827,-121.0,-120.0,70.0,71.0,0
828,-121.0,-120.0,71.0,72.0,0
829,-121.0,-120.0,72.0,73.0,0
830,-121.0,-120.0,73.0,74.0,0
831,-121.0,-120.0,74.0,75.0,0
832,-121.0,-120.0,75.0,76.0,0
833,-121.0,-120.0,76.0,77.0,0
834,-121.0,-120.0,77.0,78.0,0
835,-121.0,-120.0,78.0,79.0,0
836,-121.0,-120.0,79.0,80.0,0
837,-121.0,-120.0,80.0,81.0,0
838,-121.0,-120.0,81.0,82.0,0
839,-121.0,-120.0,82.0,83.0,0
840,-120.0,-119.0,41.0,42.0,0
841,-120.0,-119.0,42.0,43.0,0
842,-120.0,-119.0,43.0,44.0,0
843,-120.0,-119.0,44.0,45.0,0
844,-120.0,-119.0,45.0,46.0,0
845,-120.0,-119.0,46.0,47.0,0
846,-120.0,-119.0,47.0,48.0,0
847,-120.0,-119.0,48.0,49.0,11
848,-120.0,-119.0,49.0,50.0,1435
849,-120.0,-119.0,50.0,51.0,1476
850,-120.0,-119.0,51.0,52.0,702
851,-120.0,-119.0,52.0,53.0,124
852,-120.0,-119.0,53.0,54.0,27
853,-120.0,-119.0,54.0,55.0,136
854,-120.0,-119.0,55.0,56.0,53
855,-120.0,-119.0,56.0,57.0,293
856,-120.0,-119.0,57.0,58.0,118
857,-120.0,-119.0,58.0,59.0,15
858,-120.0,-119.0,59.0,60.0,700
859,-120.0,-119.0,60.0,61.0,200
860,-120.0,-119.0,61.0,62.0,1015
861,-120.0,-119.0,62.0,63.0,8
862,-120.0,-119.0,63.0,64.0,110
863,-120.0,-119.0,64.0,65.0,71
864,-120.0,-119.0,65.0,66.0,121
865,-120.0,-119.0,66.0,67.0,1
866,-120.0,-119.0,67.0,68.0,0
867,-120.0,-119.0,68.0,69.0,0
868,-120.0,-119.0,69.0,70.0,0
869,-120.0,-119.0,70.0,71.0,0
870,-120.0,-119.0,71.0,72.0,0
871,-120.0,-119.0,72.0,73.0,0
872,-120.0,-119.0,73.0,74.0,0
873,-120.0,-119.0,74.0,75.0,0
874,-120.0,-119.0,75.0,76.0,0
875,-120.0,-119.0,76.0,77.0,0
876,-120.0,-119.0,77.0,78.0,0
877,-120.0,-119.0,78.0,79.0,0
878,-120.0,-119.0,79.0,80.0,0
879,-120.0,-119.0,80.0,81.0,0
880,-120.0,-119.0,81.0,82.0,0
881,-120.0,-119.0,82.0,83.0,0
882,-119.0,-118.0,41.0,42.0,0
883,-119.0,-118.0,42.0,43.0,0
884,-119.0,-118.0,43.0,44.0,0
885,-119.0,-118.0,44.0,45.0,0
886,-119.0,-118.0,45.0,46.0,0
887,-119.0,-118.0,46.0,47.0,0
888,-119.0,-118.0,47.0,48.0,0
889,-119.0,-118.0,48.0,49.0,3
890,-119.0,-118.0,49.0,50.0,1148
891,-119.0,-118.0,50.0,51.0,552
892,-119.0,-118.0,51.0,52.0,286
893,-119.0,-118.0,52.0,53.0,122
894,-119.0,-118.0,53.0,54.0,71
895,-119.0,-118.0,54.0,55.0,159
896,-119.0,-118.0,55.0,56.0,115
897,-119.0,-118.0,56.0,57.0,153
898,-119.0,-118.0,57.0,58.0,288
899,-119.0,-118.0,58.0,59.0,370
900,-119.0,-118.0,59.0,60.0,1178
901,-119.0,-118.0,60.0,61.0,369
902,-119.0,-118.0,61.0,62.0,146
903,-119.0,-118.0,62.0,63.0,0
904,-119.0,-118.0,63.0,64.0,74
905,-119.0,-118.0,64.0,65.0,225
906,-119.0,-118.0,65.0,66.0,70
907,-119.0,-118.0,66.0,67.0,0
908,-119.0,-118.0,67.0,68.0,0
909,-119.0,-118.0,68.0,69.0,0
910,-119.0,-118.0,69.0,70.0,0
911,-119.0,-118.0,70.0,71.0,0
912,-119.0,-118.0,71.0,72.0,0
913,-119.0,-118.0,72.0,73.0,0
914,-119.0,-118.0,73.0,74.0,0
915,-119.0,-118.0,74.0,75.0,0
916,-119.0,-118.0,75.0,76.0,0
917,-119.0,-118.0,76.0,77.0,0
918,-119.0,-118.0,77.0,78.0,0
919,-119.0,-118.0,78.0,79.0,0
920,-119.0,-118.0,79.0,80.0,0
921,-119.0,-118.0,80.0,81.0,0
922,-119.0,-118.0,81.0,82.0,0
923,-119.0,-118.0,82.0,83.0,0
924,-118.0,-117.0,41.0,42.0,0
925,-118.0,-117.0,42.0,43.0,0
926,-118.0,-117.0,43.0,44.0,0
927,-118.0,-117.0,44.0,45.0,0
928,-118.0,-117.0,45.0,46.0,0
929,-118.0,-117.0,46.0,47.0,0
930,-118.0,-117.0,47.0,48.0,0
931,-118.0,-117.0,48.0,49.0,1
932,-118.0,-117.0,49.0,50.0,564
933,-118.0,-117.0,50.0,51.0,145
934,-118.0,-117.0,51.0,52.0,195
935,-118.0,-117.0,52.0,53.0,22
936,-118.0,-117.0,53.0,54.0,118
937,-118.0,-117.0,54.0,55.0,168
938,-118.0,-117.0,55.0,56.0,147
939,-118.0,-117.0,56.0,57.0,110
940,-118.0,-117.0,57.0,58.0,734
941,-118.0,-117.0,58.0,59.0,3480
942,-118.0,-117.0,59.0,60.0,576
943,-118.0,-117.0,60.0,61.0,418
944,-118.0,-117.0,61.0,62.0,683
945,-118.0,-117.0,62.0,63.0,272
946,-118.0,-117.0,63.0,64.0,998
947,-118.0,-117.0,64.0,65.0,378
948,-118.0,-117.0,65.0,66.0,63
949,-118.0,-117.0,66.0,67.0,31
950,-118.0,-117.0,67.0,68.0,0
951,-118.0,-117.0,68.0,69.0,0
952,-118.0,-117.0,69.0,70.0,0
953,-118.0,-117.0,70.0,71.0,0
954,-118.0,-117.0,71.0,72.0,0
955,-118.0,-117.0,72.0,73.0,0
956,-118.0,-117.0,73.0,74.0,0
957,-118.0,-117.0,74.0,75.0,0
958,-118.0,-117.0,75.0,76.0,0
959,-118.0,-117.0,76.0,77.0,0
960,-118.0,-117.0,77.0,78.0,0
961,-118.0,-117.0,78.0,79.0,0
962,-118.0,-117.0,79.0,80.0,0
963,-118.0,-117.0,80.0,81.0,0
964,-118.0,-117.0,81.0,82.0,0
965,-118.0,-117.0,82.0,83.0,0
966,-117.0,-116.0,41.0,42.0,0
967,-117.0,-116.0,42.0,43.0,0
968,-117.0,-116.0,43.0,44.0,0
969,-117.0,-116.0,44.0,45.0,0
970,-117.0,-116.0,45.0,46.0,0
971,-117.0,-116.0,46.0,47.0,0
972,-117.0,-116.0,47.0,48.0,0
973,-117.0,-116.0,48.0,49.0,3
974,-117.0,-116.0,49.0,50.0,627
975,-117.0,-116.0,50.0,51.0,271
976,-117.0,-116.0,51.0,52.0,266
977,-117.0,-116.0,52.0,53.0,150
978,-117.0,-116.0,53.0,54.0,137
979,-117.0,-116.0,54.0,55.0,163
980,-117.0,-116.0,55.0,56.0,69
981,-117.0,-116.0,56.0,57.0,16
982,-117.0,-116.0,57.0,58.0,513
983,-117.0,-116.0,58.0,59.0,802
984,-117.0,-116.0,59.0,60.0,584
985,-117.0,-116.0,60.0,61.0,186
986,-117.0,-116.0,61.0,62.0,1615
987,-117.0,-116.0,62.0,63.0,705
988,-117.0,-116.0,63.0,64.0,710
989,-117.0,-116.0,64.0,65.0,170
990,-117.0,-116.0,65.0,66.0,95
991,-117.0,-116.0,66.0,67.0,0
992,-117.0,-116.0,67.0,68.0,0
993,-117.0,-116.0,68.0,69.0,0
994,-117.0,-116.0,69.0,70.0,0
995,-117.0,-116.0,70.0,71.0,0
996,-117.0,-116.0,71.0,72.0,0
997,-117.0,-116.0,72.0,73.0,0
998,-117.0,-116.0,73.0,74.0,0
999,-117.0,-116.0,74.0,75.0,0
1000,-117.0,-116.0,75.0,76.0,0
1001,-117.0,-116.0,76.0,77.0,0
1002,-117.0,-116.0,77.0,78.0,0
1003,-117.0,-116.0,78.0,79.0,0
1004,-117.0,-116.0,79.0,80.0,0
1005,-117.0,-116.0,80.0,81.0,0
1006,-117.0,-116.0,81.0,82.0,0
1007,-117.0,-116.0,82.0,83.0,0
1008,-116.0,-115.0,41.0,42.0,0
1009,-116.0,-115.0,42.0,43.0,0
1010,-116.0,-115.0,43.0,44.0,0
1011,-116.0,-115.0,44.0,45.0,0
1012,-116.0,-115.0,45.0,46.0,0
1013,-116.0,-115.0,46.0,47.0,0
1014,-116.0,-115.0,47.0,48.0,0
1015,-116.0,-115.0,48.0,49.0,50
1016,-116.0,-115.0,49.0,50.0,718
1017,-116.0,-115.0,50.0,51.0,1062
1018,-116.0,-115.0,51.0,52.0,239
1019,-116.0,-115.0,52.0,53.0,94
1020,-116.0,-115.0,53.0,54.0,71
1021,-116.0,-115.0,54.0,55.0,151
1022,-116.0,-115.0,55.0,56.0,199
1023,-116.0,-115.0,56.0,57.0,330
1024,-116.0,-115.0,57.0,58.0,110
1025,-116.0,-115.0,58.0,59.0,530
1026,-116.0,-115.0,59.0,60.0,386
1027,-116.0,-115.0,60.0,61.0,873
1028,-116.0,-115.0,61.0,62.0,710
1029,-116.0,-115.0,62.0,63.0,265
1030,-116.0,-115.0,63.0,64.0,254
1031,-116.0,-115.0,64.0,65.0,194
1032,-116.0,-115.0,65.0,66.0,2
1033,-116.0,-115.0,66.0,67.0,0
1034,-116.0,-115.0,67.0,68.0,0
1035,-116.0,-115.0,68.0,69.0,0
1036,-116.0,-115.0,69.0,70.0,0
1037,-116.0,-115.0,70.0,71.0,0
1038,-116.0,-115.0,71.0,72.0,0
1039,-116.0,-115.0,72.0,73.0,0
1040,-116.0,-115.0,73.0,74.0,0
1041,-116.0,-115.0,74.0,75.0,0
1042,-116.0,-115.0,75.0,76.0,0
1043,-116.0,-115.0,76.0,77.0,0
1044,-116.0,-115.0,77.0,78.0,0
1045,-116.0,-115.0,78.0,79.0,0
1046,-116.0,-115.0,79.0,80.0,0
1047,-116.0,-115.0,80.0,81.0,0
1048,-116.0,-115.0,81.0,82.0,0
1049,-116.0,-115.0,82.0,83.0,0
1050,-115.0,-114.0,41.0,42.0,0
1051,-115.0,-114.0,42.0,43.0,0
1052,-115.0,-114.0,43.0,44.0,0
1053,-115.0,-114.0,44.0,45.0,0
1054,-115.0,-114.0,45.0,46.0,0
1055,-115.0,-114.0,46.0,47.0,0
1056,-115.0,-114.0,47.0,48.0,0
1057,-115.0,-114.0,48.0,49.0,4
1058,-115.0,-114.0,49.0,50.0,656
1059,-115.0,-114.0,50.0,51.0,12
1060,-115.0,-114.0,51.0,52.0,2
1061,-115.0,-114.0,52.0,53.0,4
1062,-115.0,-114.0,53.0,54.0,9
1063,-115.0,-114.0,54.0,55.0,30
1064,-115.0,-114.0,55.0,56.0,1304
1065,-115.0,-114.0,56.0,57.0,693
1066,-115.0,-114.0,57.0,58.0,397
1067,-115.0,-114.0,58.0,59.0,439
1068,-115.0,-114.0,59.0,60.0,280
1069,-115.0,-114.0,60.0,61.0,853
1070,-115.0,-114.0,61.0,62.0,0
1071,-115.0,-114.0,62.0,63.0,58
1072,-115.0,-114.0,63.0,64.0,140
1073,-115.0,-114.0,64.0,65.0,98
1074,-115.0,-114.0,65.0,66.0,7
1075,-115.0,-114.0,66.0,67.0,0
1076,-115.0,-114.0,67.0,68.0,0
1077,-115.0,-114.0,68.0,69.0,0
1078,-115.0,-114.0,69.0,70.0,0
1079,-115.0,-114.0,70.0,71.0,0
1080,-115.0,-114.0,71.0,72.0,0
1081,-115.0,-114.0,72.0,73.0,0
1082,-115.0,-114.0,73.0,74.0,0
1083,-115.0,-114.0,74.0,75.0,0
1084,-115.0,-114.0,75.0,76.0,0
1085,-115.0,-114.0,76.0,77.0,0
1086,-115.0,-114.0,77.0,78.0,0
1087,-115.0,-114.0,78.0,79.0,0
1088,-115.0,-114.0,79.0,80.0,0
1089,-115.0,-114.0,80.0,81.0,0
1090,-115.0,-114.0,81.0,82.0,0
1091,-115.0,-114.0,82.0,83.0,0
1092,-114.0,-113.0,41.0,42.0,0
1093,-114.0,-113.0,42.0,43.0,0
1094,-114.0,-113.0,43.0,44.0,0
1095,-114.0,-113.0,44.0,45.0,0
1096,-114.0,-113.0,45.0,46.0,0
1097,-114.0,-113.0,46.0,47.0,0
1098,-114.0,-113.0,47.0,48.0,0
1099,-114.0,-113.0,48.0,49.0,4
1100,-114.0,-113.0,49.0,50.0,121
1101,-114.0,-113.0,50.0,51.0,15
1102,-114.0,-113.0,51.0,52.0,8
1103,-114.0,-113.0,52.0,53.0,15
1104,-114.0,-113.0,53.0,54.0,41
1105,-114.0,-113.0,54.0,55.0,20
1106,-114.0,-113.0,55.0,56.0,80
1107,-114.0,-113.0,56.0,57.0,22
1108,-114.0,-113.0,57.0,58.0,505
1109,-114.0,-113.0,58.0,59.0,1982
1110,-114.0,-113.0,59.0,60.0,1062
1111,-114.0,-113.0,60.0,61.0,1462
1112,-114.0,-113.0,61.0,62.0,0
1113,-114.0,-113.0,62.0,63.0,263
1114,-114.0,-113.0,63.0,64.0,88
1115,-114.0,-113.0,64.0,65.0,26
1116,-114.0,-113.0,65.0,66.0,0
1117,-114.0,-113.0,66.0,67.0,0
1118,-114.0,-113.0,67.0,68.0,0
1119,-114.0,-113.0,68.0,69.0,0
1120,-114.0,-113.0,69.0,70.0,0
1121,-114.0,-113.0,70.0,71.0,0
1122,-114.0,-113.0,71.0,72.0,0
1123,-114.0,-113.0,72.0,73.0,0
1124,-114.0,-113.0,73.0,74.0,0
1125,-114.0,-113.0,74.0,75.0,0
1126,-114.0,-113.0,75.0,76.0,0
1127,-114.0,-113.0,76.0,77.0,0
1128,-114.0,-113.0,77.0,78.0,0
1129,-114.0,-113.0,78.0,79.0,0
1130,-114.0,-113.0,79.0,80.0,0
1131,-114.0,-113.0,80.0,81.0,0
1132,-114.0,-113.0,81.0,82.0,0
1133,-114.0,-113.0,82.0,83.0,0
1134,-113.0,-112.0,41.0,42.0,0
1135,-113.0,-112.0,42.0,43.0,0
1136,-113.0,-112.0,43.0,44.0,0
1137,-113.0,-112.0,44.0,45.0,0
1138,-113.0,-112.0,45.0,46.0,0
1139,-113.0,-112.0,46.0,47.0,0
1140,-113.0,-112.0,47.0,48.0,0
1141,-113.0,-112.0,48.0,49.0,0
1142,-113.0,-112.0,49.0,50.0,22
1143,-113.0,-112.0,50.0,51.0,1
1144,-113.0,-112.0,51.0,52.0,0
1145,-113.0,-112.0,52.0,53.0,8
1146,-113.0,-112.0,53.0,54.0,22
1147,-113.0,-112.0,54.0,55.0,30
1148,-113.0,-112.0,55.0,56.0,119
1149,-113.0,-112.0,56.0,57.0,53
1150,-113.0,-112.0,57.0,58.0,338
1151,-113.0,-112.0,58.0,59.0,634
1152,-113.0,-112.0,59.0,60.0,1892
1153,-113.0,-112.0,60.0,61.0,824
1154,-113.0,-112.0,61.0,62.0,170
1155,-113.0,-112.0,62.0,63.0,613
1156,-113.0,-112.0,63.0,64.0,98
1157,-113.0,-112.0,64.0,65.0,0
1158,-113.0,-112.0,65.0,66.0,0
1159,-113.0,-112.0,66.0,67.0,0
1160,-113.0,-112.0,67.0,68.0,0
1161,-113.0,-112.0,68.0,69.0,0
1162,-113.0,-112.0,69.0,70.0,0
1163,-113.0,-112.0,70.0,71.0,0
1164,-113.0,-112.0,71.0,72.0,0
1165,-113.0,-112.0,72.0,73.0,0
1166,-113.0,-112.0,73.0,74.0,0
1167,-113.0,-112.0,74.0,75.0,0
1168,-113.0,-112.0,75.0,76.0,0
1169,-113.0,-112.0,76.0,77.0,0
1170,-113.0,-112.0,77.0,78.0,0
1171,-113.0,-112.0,78.0,79.0,0
1172,-113.0,-112.0,79.0,80.0,0
1173,-113.0,-112.0,80.0,81.0,0
1174,-113.0,-112.0,81.0,82.0,0
1175,-113.0,-112.0,82.0,83.0,0
1176,-112.0,-111.0,41.0,42.0,0
1177,-112.0,-111.0,42.0,43.0,0
1178,-112.0,-111.0,43.0,44.0,0
1179,-112.0,-111.0,44.0,45.0,0
1180,-112.0,-111.0,45.0,46.0,0
1181,-112.0,-111.0,46.0,47.0,0
1182,-112.0,-111.0,47.0,48.0,0
1183,-112.0,-111.0,48.0,49.0,0
1184,-112.0,-111.0,49.0,50.0,6
1185,-112.0,-111.0,50.0,51.0,47
1186,-112.0,-111.0,51.0,52.0,5
1187,-112.0,-111.0,52.0,53.0,33
1188,-112.0,-111.0,53.0,54.0,33
1189,-112.0,-111.0,54.0,55.0,14
1190,-112.0,-111.0,55.0,56.0,81
1191,-112.0,-111.0,56.0,57.0,1014
1192,-112.0,-111.0,57.0,58.0,1391
1193,-112.0,-111.0,58.0,59.0,982
1194,-112.0,-111.0,59.0,60.0,478
1195,-112.0,-111.0,60.0,61.0,782
1196,-112.0,-111.0,61.0,62.0,385
1197,-112.0,-111.0,62.0,63.0,278
1198,-112.0,-111.0,63.0,64.0,104
1199,-112.0,-111.0,64.0,65.0,0
1200,-112.0,-111.0,65.0,66.0,0
1201,-112.0,-111.0,66.0,67.0,0
1202,-112.0,-111.0,67.0,68.0,0
1203,-112.0,-111.0,68.0,69.0,0
1204,-112.0,-111.0,69.0,70.0,0
1205,-112.0,-111.0,70.0,71.0,0
1206,-112.0,-111.0,71.0,72.0,0
1207,-112.0,-111.0,72.0,73.0,0
1208,-112.0,-111.0,73.0,74.0,0
1209,-112.0,-111.0,74.0,75.0,0
1210,-112.0,-111.0,75.0,76.0,0
1211,-112.0,-111.0,76.0,77.0,0
1212,-112.0,-111.0,77.0,78.0,0
1213,-112.0,-111.0,78.0,79.0,0
1214,-112.0,-111.0,79.0,80.0,0
1215,-112.0,-111.0,80.0,81.0,0
1216,-112.0,-111.0,81.0,82.0,0
1217,-112.0,-111.0,82.0,83.0,0
1218,-111.0,-110.0,41.0,42.0,0
1219,-111.0,-110.0,42.0,43.0,0
1220,-111.0,-110.0,43.0,44.0,0
1221,-111.0,-110.0,44.0,45.0,0
1222,-111.0,-110.0,45.0,46.0,0
1223,-111.0,-110.0,46.0,47.0,0
1224,-111.0,-110.0,47.0,48.0,0
1225,-111.0,-110.0,48.0,49.0,1
1226,-111.0,-110.0,49.0,50.0,25
1227,-111.0,-110.0,50.0,51.0,205
1228,-111.0,-110.0,51.0,52.0,5
1229,-111.0,-110.0,52.0,53.0,74
1230,-111.0,-110.0,53.0,54.0,16
1231,-111.0,-110.0,54.0,55.0,113
1232,-111.0,-110.0,55.0,56.0,45
1233,-111.0,-110.0,56.0,57.0,1644
1234,-111.0,-110.0,57.0,58.0,779
1235,-111.0,-110.0,58.0,59.0,708
1236,-111.0,-110.0,59.0,60.0,806
1237,-111.0,-110.0,60.0,61.0,859
1238,-111.0,-110.0,61.0,62.0,172
1239,-111.0,-110.0,62.0,63.0,36
1240,-111.0,-110.0,63.0,64.0,1
1241,-111.0,-110.0,64.0,65.0,0
1242,-111.0,-110.0,65.0,66.0,0
1243,-111.0,-110.0,66.0,67.0,0
1244,-111.0,-110.0,67.0,68.0,0
1245,-111.0,-110.0,68.0,69.0,0
1246,-111.0,-110.0,69.0,70.0,0
1247,-111.0,-110.0,70.0,71.0,0
1248,-111.0,-110.0,71.0,72.0,0
1249,-111.0,-110.0,72.0,73.0,0
