latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
54.3332,-119.0943,314,1.2,1.1,2011-01-22,0521,Terra,MODIS,88,6.03,268.1,23.7,N,0
54.7653,-115.5489,301.8,1.1,1,2011-01-22,2040,Aqua,MODIS,49,6.03,267.2,11,D,0
57.2774,-118.4568,301.2,1.2,1.1,2011-01-23,1934,Terra,MODIS,45,6.03,271.2,12.4,D,0
53.4096,-115.7941,312.1,1.9,1.3,2011-01-23,1935,Terra,MODIS,63,6.03,272.2,40.8,D,0
53.4081,-115.8012,304.1,2.5,1.5,2011-01-23,1945,Aqua,MODIS,58,6.03,272.3,40.8,D,0
57.2801,-118.4639,312.4,2.2,1.4,2011-01-23,2124,Aqua,MODIS,72,6.03,272.4,52.1,D,0
56.1006,-114.4638,303,1.2,1.1,2011-01-24,1839,Terra,MODIS,41,6.03,272.3,13,D,0
54.9344,-113.8232,316.3,1,1,2011-01-24,2028,Aqua,MODIS,77,6.03,268.1,20.4,D,0
54.4833,-115.2905,309.6,1,1,2011-01-24,2028,Aqua,MODIS,60,6.03,270.4,14.9,D,0
54.9323,-113.8387,314.7,1,1,2011-01-24,2028,Aqua,MODIS,71,6.03,267.8,19,D,0
57.2835,-118.4617,316.1,1,1,2011-01-24,2029,Aqua,MODIS,76,6.03,272.9,20.8,D,0
50.2187,-120.9963,301.7,1,1,2011-01-25,0551,Terra,MODIS,43,6.03,269.4,10.2,N,0
50.2208,-120.9825,315.3,1,1,2011-01-25,0551,Terra,MODIS,91,6.03,269,19.7,N,0
52.9463,-116.2562,373.4,1.4,1.2,2011-01-25,1923,Terra,MODIS,87,6.03,278.9,210.8,D,0
52.9323,-116.242,313.4,1.4,1.2,2011-01-25,1923,Terra,MODIS,0,6.03,276.2,26.3,D,0
53.1905,-116.406,360.3,1.3,1.1,2011-01-25,1923,Terra,MODIS,100,6.03,277.9,141.5,D,0
53.1866,-116.3869,326.6,1.3,1.1,2011-01-25,1923,Terra,MODIS,84,6.03,275.8,45.3,D,0
53.1809,-116.4087,320.7,3.6,1.8,2011-01-25,1933,Aqua,MODIS,73,6.03,277.2,149.5,D,0
53.188,-116.4123,315.7,3.6,1.8,2011-01-25,1933,Aqua,MODIS,64,6.03,276.8,111.2,D,0
51.9066,-115.0882,311.7,2,1.4,2011-01-25,2110,Aqua,MODIS,38,6.03,277,39.1,D,0
50.5636,-120.9408,335.7,1.1,1,2011-01-25,2110,Aqua,MODIS,82,6.03,270.6,46.1,D,0
50.5617,-120.9565,323.2,1.1,1,2011-01-25,2110,Aqua,MODIS,72,6.03,272.5,28.2,D,0
55.6022,-112.3218,311.8,2.9,1.6,2011-01-25,2111,Aqua,MODIS,72,6.03,270.7,76.9,D,0
54.0464,-116.088,311.8,1.9,1.3,2011-01-25,2111,Aqua,MODIS,51,6.03,270.7,38,D,0
54.0482,-116.0598,331.1,1.9,1.3,2011-01-25,2111,Aqua,MODIS,84,6.03,270.7,86.9,D,0
51.7246,-123.0432,316.1,2.2,1.4,2011-01-26,2006,Terra,MODIS,58,6.03,268.6,60.1,D,0
51.7298,-123.0677,331.5,2.2,1.4,2011-01-26,2006,Terra,MODIS,71,6.03,269.6,105.7,D,0
51.7321,-123.0736,323.9,2.2,1.4,2011-01-26,2006,Terra,MODIS,77,6.03,269.6,84.2,D,0
53.4214,-115.408,312.5,1.2,1.1,2011-01-26,2015,Aqua,MODIS,55,6.03,269.6,20.9,D,0
53.9016,-116.058,308.6,1.2,1.1,2011-01-26,2016,Aqua,MODIS,49,6.03,271.5,15.8,D,0
53.8983,-116.0755,311.7,1.2,1.1,2011-01-26,2016,Aqua,MODIS,62,6.03,270.6,19.1,D,0
54.1465,-115.8848,342.7,1.2,1.1,2011-01-26,2016,Aqua,MODIS,86,6.03,270.5,62.5,D,0
54.1433,-115.9019,329.9,1.2,1.1,2011-01-26,2016,Aqua,MODIS,66,6.03,273.3,38.3,D,0
54.1526,-115.907,324.3,1.2,1.1,2011-01-26,2016,Aqua,MODIS,67,6.03,269.5,32.9,D,0
51.7202,-123.0774,315.8,2.7,1.6,2011-01-26,2016,Aqua,MODIS,57,6.03,268.6,76.3,D,0
51.7234,-123.0836,317.6,2.7,1.6,2011-01-26,2016,Aqua,MODIS,63,6.03,269,78.9,D,0
53.3777,-116.2723,316.6,1.1,1,2011-01-27,0539,Terra,MODIS,91,6.03,267.3,20.9,N,0
53.3687,-116.269,308.7,1.1,1,2011-01-27,0539,Terra,MODIS,62,6.03,267.8,14.7,N,0
57.0205,-121.9958,332.1,1.2,1.1,2011-01-27,1910,Terra,MODIS,88,6.03,273.9,45.6,D,0
57.0301,-121.9924,331,1.2,1.1,2011-01-27,1910,Terra,MODIS,87,6.03,273.9,43.5,D,0
57.028,-121.9734,303.6,1.2,1.1,2011-01-27,1910,Terra,MODIS,29,6.03,273,11.6,D,0
57.0184,-121.9767,314.8,1.2,1.1,2011-01-27,1910,Terra,MODIS,75,6.03,273.2,21.9,D,0
53.5318,-116.2745,324.7,1.1,1,2011-01-27,1910,Terra,MODIS,83,6.03,276.4,29.7,D,0
53.5291,-116.2588,329.2,1.1,1,2011-01-27,1910,Terra,MODIS,86,6.03,277.2,35.5,D,0
53.506,-117.2942,318.5,1,1,2011-01-27,1910,Terra,MODIS,79,6.03,275.2,20.9,D,0
53.4883,-117.3025,304.2,1,1,2011-01-27,1910,Terra,MODIS,58,6.03,275.1,9.8,D,0
53.4859,-117.2876,307.2,1,1,2011-01-27,1910,Terra,MODIS,65,6.03,275,11.7,D,0
50.3927,-120.6961,325.8,1,1,2011-01-27,1911,Terra,MODIS,79,6.03,275.8,27,D,0
50.3839,-120.6992,301.7,1,1,2011-01-27,1911,Terra,MODIS,46,6.03,274.6,9,D,0
50.3819,-120.6854,318.8,1,1,2011-01-27,1911,Terra,MODIS,60,6.03,274.1,21.4,D,0
50.3853,-120.6887,386.8,1,1,2011-01-27,2058,Aqua,MODIS,87,6.03,279.8,187.6,D,0
50.3833,-120.7025,326.7,1,1,2011-01-27,2058,Aqua,MODIS,85,6.03,276.2,29.3,D,0
51.7032,-123.0922,402.4,1,1,2011-01-27,2058,Aqua,MODIS,75,6.03,283,287.1,D,0
51.7121,-123.096,351.3,1,1,2011-01-27,2058,Aqua,MODIS,91,6.03,276.9,73.6,D,0
51.7097,-123.1104,326.6,1,1,2011-01-27,2058,Aqua,MODIS,74,6.03,275.4,30.9,D,0
52.9955,-115.7625,335.3,1.4,1.2,2011-01-27,2058,Aqua,MODIS,89,6.03,278.2,62.6,D,0
52.9936,-115.7829,372.9,1.4,1.2,2011-01-27,2058,Aqua,MODIS,100,6.03,280.7,205.9,D,0
52.9917,-115.8033,301.9,1.4,1.2,2011-01-27,2058,Aqua,MODIS,46,6.03,278,13,D,0
53.0316,-115.938,318.7,1.3,1.2,2011-01-27,2058,Aqua,MODIS,68,6.03,274.1,30.7,D,0
53.0297,-115.958,326,1.3,1.1,2011-01-27,2058,Aqua,MODIS,73,6.03,269.7,42.1,D,0
53.4124,-115.4219,324.7,1.4,1.2,2011-01-27,2058,Aqua,MODIS,83,6.03,278.7,44.4,D,0
53.526,-116.2679,309.6,1.3,1.1,2011-01-27,2058,Aqua,MODIS,69,6.03,278.5,19.2,D,0
53.5362,-116.2706,304.1,1.3,1.1,2011-01-27,2058,Aqua,MODIS,58,6.03,278.8,13.6,D,0
53.4915,-117.302,305.5,1.2,1.1,2011-01-27,2058,Aqua,MODIS,59,6.03,275.6,13.7,D,0
53.0057,-115.7848,302,3.1,1.7,2011-01-28,0622,Terra,MODIS,46,6.03,270.8,51.7,N,0
54.5182,-115.6711,383,1.5,1.2,2011-02-01,1928,Terra,MODIS,100,6.03,273.3,313.6,D,0
54.5133,-115.6488,346,1.5,1.2,2011-02-01,1928,Terra,MODIS,93,6.03,269.4,107,D,0
54.5169,-115.6786,368.8,1.5,1.2,2011-02-01,1928,Terra,MODIS,100,6.03,271.1,214,D,0
54.5121,-115.6561,363.5,1.5,1.2,2011-02-01,1928,Terra,MODIS,94,6.03,270.6,185.2,D,0
54.5066,-115.6854,322.6,1.5,1.2,2011-02-01,1928,Terra,MODIS,66,6.03,268.3,46,D,0
54.5018,-115.6629,328,1.5,1.2,2011-02-01,1928,Terra,MODIS,0,6.03,267.7,57.2,D,0
54.1458,-116.876,374.3,1.4,1.2,2011-02-01,1928,Terra,MODIS,100,6.03,268.3,0,D,0
53.2883,-117.4243,326.1,1.4,1.2,2011-02-01,1929,Terra,MODIS,79,6.03,269.8,49.2,D,0
54.1416,-116.8797,331.7,2,1.4,2011-02-01,2117,Aqua,MODIS,0,6.03,266.5,104.5,D,0
55.2219,-115.9917,304,3.8,1.8,2011-02-02,2011,Terra,MODIS,58,6.03,274.9,71.7,D,0
55.2312,-115.9886,301.7,3.8,1.8,2011-02-02,2011,Terra,MODIS,48,6.03,275.7,62.2,D,0
54.0302,-116.672,302.3,4.1,1.9,2011-02-02,2011,Terra,MODIS,52,6.03,271.4,73.6,D,0
53.4158,-115.4084,308.6,4.8,2,2011-02-02,2011,Terra,MODIS,67,6.03,276.2,124.6,D,0
53.4186,-115.4141,310.5,4.8,2,2011-02-02,2011,Terra,MODIS,66,6.03,276.3,125.8,D,0
53.9665,-117.6907,325.7,3.7,1.8,2011-02-02,2011,Terra,MODIS,79,6.03,275.2,191.1,D,0
53.4221,-115.4305,353.9,1.1,1,2011-02-02,2022,Aqua,MODIS,92,6.03,278.2,83.3,D,0
53.5213,-116.2302,332.4,1.1,1.1,2011-02-02,2022,Aqua,MODIS,88,6.03,273.1,43.6,D,0
54.1375,-115.8298,344.8,1.1,1,2011-02-02,2022,Aqua,MODIS,0,6.03,275.6,60,D,0
54.1294,-115.8771,301.9,1.1,1,2011-02-02,2022,Aqua,MODIS,43,6.03,274,9.6,D,0
54.0131,-116.6591,319.4,1.1,1.1,2011-02-02,2022,Aqua,MODIS,75,6.03,274.7,26.3,D,0
54.3813,-115.2688,315.6,1,1,2011-02-02,2022,Aqua,MODIS,76,6.03,276.8,19.6,D,0
54.1271,-116.8577,334.2,1.1,1.1,2011-02-02,2022,Aqua,MODIS,84,6.03,276.5,46,D,0
54.1362,-116.8627,360.9,1.1,1.1,2011-02-02,2022,Aqua,MODIS,100,6.03,278.4,111.6,D,0
54.1332,-116.8793,306.5,1.1,1.1,2011-02-02,2022,Aqua,MODIS,64,6.03,275.6,13.7,D,0
55.2146,-115.9842,321.2,1,1,2011-02-02,2022,Aqua,MODIS,76,6.03,274.7,24.5,D,0
55.2261,-115.973,315.7,1,1,2011-02-02,2022,Aqua,MODIS,72,6.03,275.6,18.5,D,0
55.8479,-114.0453,319.8,1,1,2011-02-02,2022,Aqua,MODIS,69,6.03,273.2,22.4,D,0
56.6799,-121.7424,314.9,1,1,2011-02-03,0547,Terra,MODIS,90,6.03,271.7,18.7,N,0
56.1197,-114.388,307.5,1.2,1.1,2011-02-03,1916,Terra,MODIS,65,6.03,275.5,16.2,D,0
56.1161,-114.3696,303.9,1.2,1.1,2011-02-03,1916,Terra,MODIS,58,6.03,275.9,13.4,D,0
55.4964,-112.3795,308.4,1.5,1.2,2011-02-03,1916,Terra,MODIS,65,6.03,271.6,22,D,0
55.491,-112.4077,319.1,1.4,1.2,2011-02-03,1916,Terra,MODIS,79,6.03,272.4,37,D,0
56.7925,-121.354,322.4,1,1,2011-02-03,1916,Terra,MODIS,71,6.03,272.6,27.1,D,0
56.7903,-121.3372,311.2,1,1,2011-02-03,1916,Terra,MODIS,62,6.03,272.8,16.5,D,0
56.6829,-121.7435,322.8,1.1,1,2011-02-03,1916,Terra,MODIS,82,6.03,269.8,28.4,D,0
56.6808,-121.7266,303.7,1.1,1,2011-02-03,1916,Terra,MODIS,57,6.03,269.9,11.9,D,0
56.6771,-121.7516,341.5,1.1,1,2011-02-03,1916,Terra,MODIS,80,6.03,268.8,56,D,0
56.675,-121.7348,361.4,1.1,1,2011-02-03,1916,Terra,MODIS,87,6.03,272.7,104.1,D,0
56.6769,-121.7282,308.6,4.8,2,2011-02-03,1928,Aqua,MODIS,53,6.03,269,120.9,D,0
56.6755,-121.7285,307.5,4.8,2,2011-02-03,1928,Aqua,MODIS,62,6.03,269.1,126.9,D,0
56.1138,-114.3702,301.7,2,1.4,2011-02-03,2105,Aqua,MODIS,48,6.03,277.3,24,D,0
54.4489,-114.9935,313.4,1.8,1.3,2011-02-03,2105,Aqua,MODIS,58,6.03,274.5,37.1,D,0
54.4607,-114.9962,335.3,1.8,1.3,2011-02-03,2105,Aqua,MODIS,87,6.03,275,93.2,D,0
54.4587,-115.0235,317.4,1.8,1.3,2011-02-03,2105,Aqua,MODIS,68,6.03,274.5,44,D,0
54.4558,-115.0029,342,1.8,1.3,2011-02-03,2105,Aqua,MODIS,91,6.03,276.2,116,D,0
55.4872,-112.4116,301.2,2.4,1.5,2011-02-03,2105,Aqua,MODIS,45,6.03,274.9,31.7,D,0
56.1164,-114.3788,306.8,2,1.4,2011-02-03,2105,Aqua,MODIS,64,6.03,277.3,30.2,D,0
56.6762,-121.7305,312.8,1.1,1,2011-02-03,2106,Aqua,MODIS,0,6.03,267,18,D,0
56.6854,-121.7341,308.8,1.1,1,2011-02-03,2106,Aqua,MODIS,59,6.03,267.5,15,D,0
56.7889,-121.3428,301.6,1.1,1.1,2011-02-03,2106,Aqua,MODIS,36,6.03,273.2,11.2,D,0
56.7868,-121.3607,307.9,1.1,1.1,2011-02-03,2106,Aqua,MODIS,58,6.03,272.6,15.8,D,0
53.1014,-123.4309,312.4,1.4,1.2,2011-02-05,0534,Terra,MODIS,44,6.03,266.6,25.5,N,0
53.0971,-123.4517,346.3,1.4,1.2,2011-02-05,0534,Terra,MODIS,100,6.03,269.2,97.3,N,0
53.1114,-123.4365,306.1,1.4,1.2,2011-02-05,0534,Terra,MODIS,67,6.03,266,20.6,N,0
53.1071,-123.4575,306,1.4,1.2,2011-02-05,0534,Terra,MODIS,67,6.03,266.5,20.5,N,0
50.4274,-120.7084,313.9,1,1,2011-02-05,1905,Terra,MODIS,70,6.03,268.8,19.3,D,0
50.4266,-120.704,306.2,1,1,2011-02-05,2052,Aqua,MODIS,55,6.03,270,13.3,D,0
54.009,-116.0448,329.2,1,1,2011-02-09,2028,Aqua,MODIS,77,6.03,269.3,32.3,D,0
54.0178,-116.0488,336.3,1,1,2011-02-09,2028,Aqua,MODIS,56,6.03,270.1,40.1,D,0
54.3011,-116.2708,321.5,1,1,2011-02-09,2028,Aqua,MODIS,70,6.03,266.4,26,D,0
54.2986,-116.286,348.7,1,1,2011-02-09,2028,Aqua,MODIS,89,6.03,269,68,D,0
54.5757,-118.6587,311.2,1.1,1.1,2011-02-09,2028,Aqua,MODIS,41,6.03,269.7,18.4,D,0
54.5727,-118.6756,312,1.1,1.1,2011-02-09,2028,Aqua,MODIS,45,6.03,270.1,19.2,D,0
56.8364,-121.3886,302.2,1,1,2011-02-10,1922,Terra,MODIS,51,6.03,270.4,10.1,D,0
56.8341,-121.3726,308.1,1,1,2011-02-10,1922,Terra,MODIS,67,6.03,270.3,13.8,D,0
56.8415,-121.3734,301.3,1.2,1.1,2011-02-10,2112,Aqua,MODIS,46,6.03,271,11.8,D,0
56.8394,-121.3936,301.6,1.2,1.1,2011-02-10,2112,Aqua,MODIS,48,6.03,270.5,12,D,0
54.304,-116.1855,300,1.6,1.2,2011-02-11,0457,Terra,MODIS,9,6.03,268.1,17.7,N,0
54.2991,-116.2083,311.8,1.6,1.2,2011-02-11,0457,Terra,MODIS,83,6.03,268.5,31.9,N,0
54.4948,-115.3995,315.6,1.1,1.1,2011-02-12,0540,Terra,MODIS,92,6.03,271.5,22.6,N,0
54.4928,-115.417,328.3,1.1,1.1,2011-02-12,0540,Terra,MODIS,100,6.03,271.8,38.3,N,0
54.5563,-115.4067,307.5,1.1,1.1,2011-02-12,0540,Terra,MODIS,61,6.03,272.7,15.3,N,0
54.5658,-115.4097,303.3,1.1,1.1,2011-02-12,0540,Terra,MODIS,27,6.03,269.8,12,N,0
54.5768,-115.486,310.1,1.1,1.1,2011-02-12,0540,Terra,MODIS,79,6.03,271.2,18.7,N,0
55.8312,-121.5244,302.2,1,1,2011-02-12,0540,Terra,MODIS,48,6.03,267.4,10.9,N,0
53.8643,-125.9283,306.7,1.9,1.4,2011-02-14,0528,Terra,MODIS,48,6.03,266.3,35.8,N,0
53.8673,-125.937,301.2,1.9,1.4,2011-02-14,0528,Terra,MODIS,20,6.03,266.3,24.2,N,0
54.4874,-114.7532,318.6,1,1,2011-02-14,1858,Terra,MODIS,56,6.03,267.8,21.1,D,0
54.0755,-116.0472,335.9,1,1,2011-02-14,1858,Terra,MODIS,76,6.03,272.2,40.6,D,0
52.4844,-116.1304,300.3,1.1,1,2011-02-14,2046,Aqua,MODIS,34,6.03,274,9,D,0
52.0593,-122.981,321.6,1.2,1.1,2011-02-14,2046,Aqua,MODIS,0,6.03,267.6,33.4,D,0
54.0702,-116.0452,300.2,1.1,1,2011-02-14,2046,Aqua,MODIS,0,6.03,272.4,8.8,D,0
54.4535,-115.0102,324.5,1.2,1.1,2011-02-14,2046,Aqua,MODIS,74,6.03,272.7,32.2,D,0
54.4904,-114.758,310.5,1.2,1.1,2011-02-14,2046,Aqua,MODIS,53,6.03,272.3,19.1,D,0
53.0514,-123.2023,331.5,1.1,1.1,2011-02-15,1941,Terra,MODIS,0,6.03,269.9,44.9,D,0
51.4777,-121.3602,309.2,1.4,1.2,2011-02-15,1942,Terra,MODIS,0,6.03,270.2,25.2,D,0
53.4397,-122.8931,301.1,1.5,1.2,2011-02-15,2129,Aqua,MODIS,33,6.03,273.8,16.4,D,0
55.6095,-115.1116,324.9,1,1,2011-02-21,1904,Terra,MODIS,0,6.03,266.1,28.6,D,0
55.607,-115.096,344.5,1,1,2011-02-21,1904,Terra,MODIS,82,6.03,267.5,57.3,D,0
55.6068,-115.0975,319,1.4,1.2,2011-02-21,2053,Aqua,MODIS,79,6.03,269.6,34.4,D,0
51.6089,-121.3726,320.3,2.7,1.6,2011-02-27,2006,Terra,MODIS,0,6.03,267.3,103,D,0
49.791,-119.7317,310.1,1,1,2011-02-28,2058,Aqua,MODIS,18,6.03,274.3,14.8,D,0
51.4625,-121.3043,319.9,1.1,1.1,2011-03-05,1930,Terra,MODIS,0,6.03,268.1,26.1,D,0
51.4177,-120.7447,322.1,1.8,1.3,2011-03-10,1948,Terra,MODIS,37,6.03,273.3,51.1,D,0
53.7556,-122.2862,314.4,1.1,1,2011-03-12,1935,Terra,MODIS,46,6.03,274.9,19.6,D,0
53.9836,-118.554,318.8,1.1,1.1,2011-03-14,1923,Terra,MODIS,74,6.03,274.9,24.9,D,0
53.9807,-118.5377,337.7,1.1,1.1,2011-03-14,1923,Terra,MODIS,86,6.03,274.1,52,D,0
53.9746,-118.5588,338,1.1,1.1,2011-03-14,1923,Terra,MODIS,91,6.03,273.2,50.6,D,0
53.9716,-118.5426,331.6,1.1,1.1,2011-03-14,1923,Terra,MODIS,87,6.03,271.9,39.8,D,0
53.9656,-118.5521,313.4,4.1,1.9,2011-03-14,1934,Aqua,MODIS,58,6.03,272.9,129.9,D,0
53.014,-122.8106,301.7,2.4,1.5,2011-03-15,2016,Aqua,MODIS,0,6.03,275.4,29.5,D,0
54.0102,-118.6505,331.5,1.5,1.2,2011-03-15,2016,Aqua,MODIS,87,6.03,274.3,60.2,D,0
54.0056,-118.6724,351.3,1.5,1.2,2011-03-15,2016,Aqua,MODIS,96,6.03,276.5,121.2,D,0
54.0158,-118.6789,309.3,1.5,1.2,2011-03-15,2016,Aqua,MODIS,68,6.03,274.6,23.6,D,0
56.4725,-121.6398,343.7,1.4,1.2,2011-03-17,1953,Terra,MODIS,93,6.03,275.6,84.1,D,0
56.4626,-121.646,323.2,1.4,1.2,2011-03-17,1953,Terra,MODIS,82,6.03,274.5,38.3,D,0
53.4322,-123.5387,312.2,1.4,1.2,2011-03-17,1954,Terra,MODIS,35,6.03,273.3,25.5,D,0
51.6977,-123.1598,320.6,1.6,1.2,2011-03-17,1954,Terra,MODIS,61,6.03,273.3,47.2,D,0
56.4704,-121.639,324.8,2.1,1.4,2011-03-17,2005,Aqua,MODIS,79,6.03,273.9,82.9,D,0
56.4621,-121.672,338,2.2,1.4,2011-03-17,2005,Aqua,MODIS,91,6.03,275.8,137.7,D,0
56.4695,-121.6419,332.8,2.1,1.4,2011-03-17,2005,Aqua,MODIS,83,6.03,274.3,113.2,D,0
56.461,-121.6749,329.9,2.2,1.4,2011-03-17,2005,Aqua,MODIS,86,6.03,275.9,102.1,D,0
51.6954,-123.1401,354.6,1.9,1.3,2011-03-17,2141,Aqua,MODIS,0,6.03,271.9,185.9,D,0
51.7054,-123.1708,317.8,1.9,1.3,2011-03-17,2141,Aqua,MODIS,74,6.03,271.6,50,D,0
54.7116,-119.6706,304.1,1.1,1,2011-03-18,0528,Terra,MODIS,58,6.03,265.6,13.9,N,0
56.4673,-121.6473,325.5,1.2,1.1,2011-03-18,0529,Terra,MODIS,100,6.03,268.3,36.3,N,0
56.464,-121.6654,321.4,1.2,1.1,2011-03-18,0529,Terra,MODIS,100,6.03,268.1,31,N,0
54.6072,-119.4256,315.4,1.1,1.1,2011-03-18,1858,Terra,MODIS,71,6.03,271,22.7,D,0
51.9081,-123.1022,316.6,1.4,1.2,2011-03-18,1859,Terra,MODIS,67,6.03,267,32.2,D,0
51.9147,-123.108,301.8,1.4,1.2,2011-03-18,1859,Terra,MODIS,43,6.03,267.3,14.9,D,0
52.3431,-122.654,302.6,1.2,1.1,2011-03-18,2046,Aqua,MODIS,40,6.03,269.2,12.3,D,0
53.1528,-122.3558,301.1,1.1,1.1,2011-03-18,2047,Aqua,MODIS,40,6.03,273.6,9.5,D,0
54.0096,-118.667,303.1,1,1,2011-03-18,2047,Aqua,MODIS,53,6.03,269.8,9.7,D,0
54.0184,-118.6706,301.4,1,1,2011-03-18,2047,Aqua,MODIS,41,6.03,270.7,8.8,D,0
54.5995,-119.4267,319.5,1,1,2011-03-18,2047,Aqua,MODIS,60,6.03,272,22.5,D,0
54.7217,-119.0287,310.5,1,1,2011-03-18,2047,Aqua,MODIS,70,6.03,272.2,14.9,D,0
54.5537,-119.6587,308.8,1.5,1.2,2011-03-19,0611,Terra,MODIS,75,6.03,267.1,27.8,N,0
51.7898,-120.5909,340.1,1.3,1.1,2011-03-20,2034,Aqua,MODIS,0,6.03,275.5,72,D,0
53.6619,-122.1362,318.3,1,1,2011-03-23,1917,Terra,MODIS,68,6.03,276,21.5,D,0
53.0963,-122.2748,331.9,1,1,2011-03-23,1917,Terra,MODIS,88,6.03,272.9,37,D,0
53.0942,-122.2601,301.9,1,1,2011-03-23,1917,Terra,MODIS,50,6.03,272.2,9.2,D,0
52.865,-124.2654,324.1,1,1,2011-03-23,2105,Aqua,MODIS,81,6.03,273.2,25.5,D,0
52.8628,-124.28,350.5,1,1,2011-03-23,2105,Aqua,MODIS,91,6.03,273.9,67.5,D,0
56.6294,-121.5992,304.4,1.1,1,2011-03-23,2106,Aqua,MODIS,45,6.03,272.7,11.7,D,0
56.6274,-121.617,303.7,1.1,1,2011-03-23,2106,Aqua,MODIS,40,6.03,272.1,11.2,D,0
54.446,-126.2243,313,1.3,1.1,2011-03-24,0629,Terra,MODIS,86,6.03,268.3,25.4,N,0
54.4441,-126.2442,329.3,1.3,1.1,2011-03-24,0629,Terra,MODIS,100,6.03,269.1,48.7,N,0
54.4448,-126.2414,314.1,1.1,1,2011-03-24,1036,Aqua,MODIS,88,6.03,267.7,20.8,N,0
54.4428,-126.2252,308.4,1.1,1,2011-03-24,1036,Aqua,MODIS,74,6.03,267.4,16.1,N,0
53.7116,-125.6655,324.5,1.3,1.1,2011-03-24,2000,Terra,MODIS,78,6.03,275.4,40.3,D,0
53.1298,-122.2543,314.8,1.9,1.3,2011-03-24,2000,Terra,MODIS,71,6.03,276.4,41.7,D,0
53.7154,-125.6846,304.6,1.3,1.1,2011-03-24,2000,Terra,MODIS,53,6.03,274.3,15.7,D,0
53.107,-122.2587,308,2.6,1.6,2011-03-24,2010,Aqua,MODIS,27,6.03,276.3,41.5,D,0
53.1294,-122.2319,322.2,2.6,1.5,2011-03-24,2010,Aqua,MODIS,62,6.03,277.2,93.6,D,0
53.1199,-122.2677,310.8,2.6,1.6,2011-03-24,2010,Aqua,MODIS,61,6.03,275.8,54.3,D,0
