latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
55.0357,-116.029,306.2,1.9,1.4,2023-01-17,1959,Aqua,MODIS,63,6.03,268.8,33,D,0
51.7586,-120.6111,316.7,1.8,1.3,2023-01-17,2136,Aqua,MODIS,39,6.03,271.5,41.2,D,0
51.6858,-120.8446,346.3,1.7,1.3,2023-01-17,2136,Aqua,MODIS,54,6.03,272.9,120.8,D,0
51.6935,-120.8508,322.4,1.7,1.3,2023-01-17,2136,Aqua,MODIS,68,6.03,271.8,51,D,0
51.7489,-120.5842,354.7,1.8,1.3,2023-01-17,2136,Aqua,MODIS,69,6.03,273.7,173,D,0
51.7916,-120.6415,315.1,1.7,1.3,2023-01-17,2136,Aqua,MODIS,47,6.03,272.6,38,D,0
51.8116,-121.2447,311.7,1.6,1.3,2023-01-17,2136,Aqua,MODIS,0,6.03,268.9,29.9,D,0
55.0327,-116.0398,302.3,3.1,1.7,2023-01-17,2137,Aqua,MODIS,52,6.03,271,53.1,D,0
55.5399,-119.7634,311.9,2.1,1.4,2023-01-17,2137,Aqua,MODIS,0,6.03,265.6,49.7,D,0
52.6233,-116.1412,325.7,1,1,2023-01-18,1846,Terra,MODIS,79,6.03,268.6,31.2,D,0
53.4217,-115.631,311,1,1,2023-01-18,2041,Aqua,MODIS,34,6.03,269,16.1,D,0
54.0958,-116.6156,321.3,1,1,2023-01-18,2041,Aqua,MODIS,0,6.03,268.7,25.3,D,0
55.6644,-112.2908,318.4,1.2,1.1,2023-01-18,2041,Aqua,MODIS,46,6.03,266.6,28.7,D,0
57.3399,-119.0367,306.6,2.5,1.5,2023-01-19,0421,Terra,MODIS,69,6.03,267.5,50.2,N,0
51.7699,-121.3335,324.2,1.4,1.2,2023-01-19,0557,Terra,MODIS,100,6.03,268.1,44,N,0
53.0494,-123.1753,310.4,1.2,1.1,2023-01-19,0558,Terra,MODIS,71,6.03,265.4,20.6,N,0
54.4213,-117.749,309.8,1.1,1,2023-01-19,1011,Aqua,MODIS,68,6.03,266.1,17.1,N,0
58.4384,-119.9897,303.5,1.2,1.1,2023-01-19,1926,Terra,MODIS,39,6.03,267.2,13.2,D,0
58.4477,-119.9831,324.8,1.2,1.1,2023-01-19,1926,Terra,MODIS,83,6.03,268,38.1,D,0
54.2813,-116.7253,311.2,2,1.4,2023-01-19,2124,Aqua,MODIS,71,6.03,271.1,43,D,0
54.2916,-116.7581,361.9,2,1.4,2023-01-19,2124,Aqua,MODIS,100,6.03,274.6,256.2,D,0
54.2931,-116.7633,345.5,2,1.4,2023-01-19,2124,Aqua,MODIS,88,6.03,273.7,151.9,D,0
56.8018,-117.838,305.1,1.1,1,2023-01-20,0502,Terra,MODIS,63,6.03,267,13,N,0
56.8106,-117.843,312.1,1.1,1,2023-01-20,0502,Terra,MODIS,84,6.03,267.8,17.9,N,0
58.5096,-119.5933,308.8,1.1,1,2023-01-20,0502,Terra,MODIS,75,6.03,267.3,16.3,N,0
58.5065,-119.611,321.5,1.1,1,2023-01-20,0502,Terra,MODIS,100,6.03,267.7,28.4,N,0
58.5153,-119.6168,326.8,1.1,1,2023-01-20,0502,Terra,MODIS,100,6.03,268,34.6,N,0
58.4882,-119.9228,319.2,1.1,1,2023-01-20,0502,Terra,MODIS,98,6.03,267.7,26.3,N,0
58.4851,-119.9407,311.6,1.1,1,2023-01-20,0502,Terra,MODIS,83,6.03,266.3,18.8,N,0
56.2983,-111.1042,301.2,1,1,2023-01-20,1829,Terra,MODIS,45,6.03,267.5,10.2,D,0
56.2958,-111.0884,342.7,1,1,2023-01-20,1829,Terra,MODIS,93,6.03,269.6,52.5,D,0
56.2933,-111.0727,334.4,1,1,2023-01-20,1829,Terra,MODIS,89,6.03,269.5,39.8,D,0
56.2908,-111.0569,324.6,1,1,2023-01-20,1829,Terra,MODIS,83,6.03,269.1,27.8,D,0
56.2872,-111.0929,326.8,1,1,2023-01-20,1829,Terra,MODIS,56,6.03,268.3,28.6,D,0
56.2821,-111.0613,322.1,1,1,2023-01-20,1829,Terra,MODIS,81,6.03,268.2,25,D,0
57.5138,-122.9851,340.8,2.1,1.4,2023-01-20,1829,Terra,MODIS,0,6.03,266,148.3,D,0
55.7223,-113.6656,341.4,1,1,2023-01-20,1830,Terra,MODIS,80,6.03,271.9,51.5,D,0
55.7114,-113.6538,305.8,1,1,2023-01-20,1830,Terra,MODIS,59,6.03,269.5,11.7,D,0
55.7202,-113.6501,314.4,1,1,2023-01-20,1830,Terra,MODIS,70,6.03,270,17.9,D,0
55.0296,-108.3004,329.6,1.2,1.1,2023-01-20,2028,Aqua,MODIS,81,6.03,269.9,44,D,0
56.2831,-111.0791,347.7,1.1,1,2023-01-20,2028,Aqua,MODIS,79,6.03,271.9,65.3,D,0
55.0276,-108.319,303.2,1.2,1.1,2023-01-20,2028,Aqua,MODIS,31,6.03,268.4,13.1,D,0
55.6718,-112.2773,309.6,1,1,2023-01-20,2028,Aqua,MODIS,65,6.03,269.6,15.4,D,0
52.8576,-122.2108,301.5,1,1,2023-01-21,0542,Terra,MODIS,41,6.03,268.6,10.6,N,0
52.3278,-122.0146,337.2,1,1,2023-01-21,0542,Terra,MODIS,100,6.03,268,46.4,N,0
54.9341,-120.5167,343.5,1.1,1,2023-01-21,1911,Terra,MODIS,93,6.03,272.5,61,D,0
56.1214,-121.6436,344.2,1,1,2023-01-21,1911,Terra,MODIS,76,6.03,273.2,56.7,D,0
56.1162,-121.7302,330.2,1,1,2023-01-21,1911,Terra,MODIS,0,6.03,272.1,32.9,D,0
56.1076,-121.7347,315,1,1,2023-01-21,1911,Terra,MODIS,51,6.03,272.5,18.9,D,0
55.3415,-120.402,337,1.1,1,2023-01-21,1911,Terra,MODIS,85,6.03,274.8,47.7,D,0
55.3388,-120.3858,338.2,1.1,1,2023-01-21,1911,Terra,MODIS,79,6.03,273.4,49.9,D,0
55.3055,-120.4734,345.7,1.1,1,2023-01-21,1911,Terra,MODIS,94,6.03,276,64.8,D,0
55.3027,-120.4573,319.5,1.1,1,2023-01-21,1911,Terra,MODIS,79,6.03,274.7,24.6,D,0
56.1831,-122.5013,341.4,1,1,2023-01-21,2111,Aqua,MODIS,86,6.03,271.5,53.1,D,0
54.9312,-120.5297,348,1.1,1,2023-01-21,2111,Aqua,MODIS,94,6.03,275.5,69.4,D,0
54.9517,-120.5195,347.9,1.1,1,2023-01-21,2111,Aqua,MODIS,94,6.03,271.9,68.1,D,0
54.9496,-120.5367,330.7,1.1,1,2023-01-21,2111,Aqua,MODIS,59,6.03,270.6,34.9,D,0
54.9588,-120.5402,340.8,1.1,1,2023-01-21,2111,Aqua,MODIS,76,6.03,273.8,52.6,D,0
54.9567,-120.5572,395.5,1.1,1,2023-01-21,2111,Aqua,MODIS,100,6.03,279.8,260.9,D,0
54.9546,-120.5742,319.3,1.1,1,2023-01-21,2111,Aqua,MODIS,57,6.03,270.2,23,D,0
55.2938,-120.4206,315,1.1,1,2023-01-21,2111,Aqua,MODIS,59,6.03,269.1,19.2,D,0
55.2918,-120.4378,335.9,1.1,1,2023-01-21,2111,Aqua,MODIS,77,6.03,269.4,45.3,D,0
55.297,-120.4755,323.2,1.1,1,2023-01-21,2111,Aqua,MODIS,82,6.03,267.8,28.2,D,0
55.3062,-120.4788,340.3,1.1,1,2023-01-21,2111,Aqua,MODIS,87,6.03,268.1,53.4,D,0
55.3349,-120.3999,327.7,1.1,1,2023-01-21,2111,Aqua,MODIS,64,6.03,267.3,36.1,D,0
56.181,-122.5173,350.1,1,1,2023-01-21,2111,Aqua,MODIS,90,6.03,273.5,70.3,D,0
54.2211,-124.0644,315.6,2.9,1.6,2023-01-22,0445,Terra,MODIS,89,6.03,267.1,93.1,N,0
54.222,-124.072,306.7,2.9,1.6,2023-01-22,0445,Terra,MODIS,48,6.03,267.1,62.6,N,0
54.2189,-124.0687,328.6,2.1,1.4,2023-01-22,0623,Terra,MODIS,100,6.03,266.9,99.7,N,0
54.2158,-124.0633,326.7,1,1,2023-01-22,1041,Aqua,MODIS,96,6.03,265.6,0,N,0
55.2833,-113.8382,334.4,1.2,1.1,2023-01-22,1814,Terra,MODIS,67,6.03,271.6,53.2,D,0
55.7203,-113.7257,306.6,1.2,1.1,2023-01-22,1814,Terra,MODIS,60,6.03,269.9,16,D,0
55.1332,-120.7587,307.5,2.5,1.5,2023-01-22,1952,Terra,MODIS,30,6.03,266,43.8,D,0
55.1418,-120.7134,344.8,2.5,1.5,2023-01-22,1952,Terra,MODIS,93,6.03,268.4,211.7,D,0
55.1389,-120.7596,318.8,2.5,1.5,2023-01-22,1952,Terra,MODIS,45,6.03,266.6,76.1,D,0
52.6397,-116.112,327.1,1.6,1.2,2023-01-22,2014,Aqua,MODIS,85,6.03,267.9,61.1,D,0
55.7065,-113.687,342.7,1.1,1.1,2023-01-22,2015,Aqua,MODIS,61,6.03,272.1,61.7,D,0
55.7035,-113.7039,318.9,1.1,1.1,2023-01-22,2015,Aqua,MODIS,60,6.03,268.8,25.2,D,0
55.7168,-113.7185,328.3,1.1,1.1,2023-01-22,2015,Aqua,MODIS,81,6.03,271.6,36.3,D,0
57.0667,-118.5923,309.2,1.5,1.2,2023-01-22,2016,Aqua,MODIS,64,6.03,270.1,25.8,D,0
57.9743,-117.0891,323.7,1.2,1.1,2023-01-22,2016,Aqua,MODIS,0,6.03,266.2,38.5,D,0
54.6468,-119.2746,327.9,1,1,2023-01-23,1855,Terra,MODIS,85,6.03,272.9,31.8,D,0
53.2197,-115.2964,301.2,1.2,1.1,2023-01-23,1855,Terra,MODIS,36,6.03,271,11.8,D,0
52.6455,-116.1182,320.8,1.2,1.1,2023-01-23,1856,Terra,MODIS,80,6.03,272.7,31.4,D,0
52.6424,-116.1017,313.3,1.2,1.1,2023-01-23,1856,Terra,MODIS,74,6.03,271.2,22.8,D,0
52.6424,-116.1228,301.9,1.1,1,2023-01-23,2057,Aqua,MODIS,50,6.03,272.2,11.1,D,0
51.8704,-124.562,342.4,1.3,1.1,2023-01-23,2057,Aqua,MODIS,91,6.03,274.5,80.4,D,0
57.3418,-119.0252,340.1,1.7,1.3,2023-01-24,1935,Terra,MODIS,87,6.03,270.8,107,D,0
57.3275,-119.0123,317.2,1.7,1.3,2023-01-24,1935,Terra,MODIS,77,6.03,269.2,44.7,D,0
55.6999,-119.5862,304.9,1.8,1.3,2023-01-24,1936,Terra,MODIS,60,6.03,272,28.1,D,0
54.854,-116.4744,313,2.7,1.6,2023-01-24,1936,Terra,MODIS,73,6.03,271.3,72,D,0
54.031,-118.5341,333,2.3,1.5,2023-01-24,1936,Terra,MODIS,83,6.03,270.8,124.7,D,0
54.0334,-118.5375,324.1,2.3,1.5,2023-01-24,1936,Terra,MODIS,78,6.03,270.6,94.1,D,0
54.8527,-116.4722,316.7,1.9,1.4,2023-01-24,2002,Aqua,MODIS,77,6.03,271.6,52.9,D,0
54.846,-116.5,311.1,1.9,1.4,2023-01-24,2002,Aqua,MODIS,71,6.03,271.6,41.3,D,0
55.0148,-115.898,301.3,1.8,1.3,2023-01-24,2002,Aqua,MODIS,35,6.03,267.9,20.8,D,0
55.0086,-115.9246,319,1.8,1.3,2023-01-24,2002,Aqua,MODIS,79,6.03,270.5,51.5,D,0
54.53,-119.5307,304.9,2.7,1.6,2023-01-24,2002,Aqua,MODIS,0,6.03,266.2,50.7,D,0
56.1191,-115.8226,310.6,1.6,1.3,2023-01-24,2002,Aqua,MODIS,66,6.03,268.3,30.6,D,0
56.1177,-115.8287,309.5,1.6,1.3,2023-01-24,2002,Aqua,MODIS,55,6.03,268.3,27,D,0
57.3341,-119.0155,349.3,2,1.4,2023-01-24,2003,Aqua,MODIS,96,6.03,271.2,182.5,D,0
57.3264,-119.0464,311,2,1.4,2023-01-24,2003,Aqua,MODIS,71,6.03,270.8,43.7,D,0
57.3251,-119.015,325.7,2,1.4,2023-01-24,2003,Aqua,MODIS,84,6.03,270.1,80,D,0
57.3362,-119.0255,337.5,2,1.4,2023-01-24,2003,Aqua,MODIS,91,6.03,270.6,123.7,D,0
51.8749,-124.5627,324.4,1.3,1.1,2023-01-24,2139,Aqua,MODIS,77,6.03,271.5,38.3,D,0
55.0175,-115.9009,308.7,3.4,1.7,2023-01-24,2140,Aqua,MODIS,32,6.03,272.5,71.5,D,0
55.0162,-115.9519,315.3,3.4,1.7,2023-01-24,2140,Aqua,MODIS,55,6.03,273.5,99.3,D,0
55.01,-115.9559,301.1,3.4,1.7,2023-01-24,2140,Aqua,MODIS,45,6.03,273.4,50.5,D,0
57.3239,-119.0025,313.2,2.5,1.5,2023-01-24,2141,Aqua,MODIS,60,6.03,269.6,61.2,D,0
57.3362,-119.0445,320.6,2.5,1.5,2023-01-24,2141,Aqua,MODIS,80,6.03,271.5,86.3,D,0
50.2509,-120.7534,306.9,1.5,1.2,2023-01-25,0509,Terra,MODIS,70,6.03,266.9,22.5,N,0
50.2548,-120.7611,307.3,1.5,1.2,2023-01-25,0509,Terra,MODIS,71,6.03,266.4,24.3,N,0
50.5179,-121.4464,307.6,1.5,1.2,2023-01-25,0509,Terra,MODIS,72,6.03,267.2,26.7,N,0
54.9011,-116.4704,314.6,1,1,2023-01-25,0510,Terra,MODIS,90,6.03,266.2,19.3,N,0
54.875,-116.7156,349.6,1,1,2023-01-25,0510,Terra,MODIS,100,6.03,268.4,68,N,0
55.0322,-115.9374,323.7,1,1,2023-01-25,0510,Terra,MODIS,100,6.03,268.2,27.6,N,0
54.841,-116.5997,310.6,1,1,2023-01-25,1839,Terra,MODIS,70,6.03,268.5,16.1,D,0
53.4712,-115.6433,326.1,1,1,2023-01-25,1839,Terra,MODIS,84,6.03,272.8,29.3,D,0
55.0683,-112.0304,328.2,1.2,1.1,2023-01-25,2044,Aqua,MODIS,74,6.03,267.7,42.9,D,0
55.0663,-112.0493,341.8,1.2,1.1,2023-01-25,2044,Aqua,MODIS,93,6.03,268.7,70.4,D,0
54.8405,-116.6306,312,1,1,2023-01-25,2044,Aqua,MODIS,37,6.03,274,14,D,0
55.0732,-116.7036,312.5,1,1,2023-01-25,2044,Aqua,MODIS,73,6.03,274.2,16.1,D,0
55.071,-116.7188,307.7,1,1,2023-01-25,2044,Aqua,MODIS,66,6.03,274.6,12.8,D,0
55.7163,-113.7423,305.7,1.1,1.1,2023-01-25,2044,Aqua,MODIS,62,6.03,271.5,14,D,0
56.4229,-114.497,306.5,1.1,1,2023-01-25,2044,Aqua,MODIS,64,6.03,268.2,14.9,D,0
57.8536,-121.74,305.5,1,1,2023-01-26,1920,Terra,MODIS,46,6.03,266.6,13,D,0
54.8756,-116.4638,311.6,1.8,1.3,2023-01-26,1920,Terra,MODIS,47,6.03,269.6,35.8,D,0
57.5144,-122.9894,360.7,1.3,1.1,2023-01-26,2127,Aqua,MODIS,100,6.03,274.3,133.9,D,0
57.3486,-121.4773,304.8,1.5,1.2,2023-01-27,0455,Terra,MODIS,62,6.03,267.8,21.4,N,0
50.2699,-119.0857,315.4,1.3,1.1,2023-01-28,1905,Terra,MODIS,76,6.03,268.8,27.8,D,0
49.4393,-123.5164,304.8,1,1,2023-01-28,2112,Aqua,MODIS,45,6.03,276.8,11.5,D,0
